Year,NOC,strong_point,hhi,award_rate,host,participate_num,history_performance
1900,BAH,0,0.0,0.0,FRA,0,0.0
1904,BAH,0,0.0,0.0,USA,0,0.0
1908,BAH,0,0.0,0.0,GBR,0,0.0
1912,BAH,0,0.0,0.0,SWE,0,0.0
1920,BAH,0,0.0,0.0,BEL,0,0.0
1924,BAH,0,0.0,0.0,FRA,0,0.0
1928,BAH,0,0.0,0.0,NED,0,0.0
1932,BAH,0,0.0,0.0,USA,0,0.0
1936,BAH,0,0.0,0.0,GER,0,0.0
1948,BAH,0,0.0,0.0,GBR,0,0.0
1952,BAH,0,0.0,0.0,FIN,7,0.0
1956,BAH,1,1.0,0.25,AUS,4,0.3333333333333333
1960,BAH,1,0.0,0.0,ITA,13,0.3333333333333333
1964,BAH,1,1.0,0.09090909090909091,JPN,11,0.6666666666666666
1968,BAH,1,0.0,0.0,MEX,16,0.3333333333333333
1972,BAH,1,0.0,0.0,FRG,20,0.3333333333333333
1976,BAH,1,0.0,0.0,CAN,11,0.0
1980,BAH,1,0.0,0.0,URS,0,0.0
1984,BAH,1,0.0,0.0,USA,22,0.0
1988,BAH,1,0.0,0.0,KOR,16,0.0
1992,BAH,2,1.0,0.07142857142857142,ESP,14,0.3333333333333333
1996,BAH,2,1.0,0.038461538461538464,USA,26,0.6666666666666666
2000,BAH,2,1.0,0.12,AUS,25,1.6666666666666667
2004,BAH,2,1.0,0.045454545454545456,GRE,22,1.6666666666666667
2008,BAH,2,1.0,0.04,CHN,25,1.6666666666666667
2012,BAH,2,1.0,0.047619047619047616,GBR,21,1.0
2016,BAH,2,1.0,0.034482758620689655,BRA,29,1.0
2020,BAH,2,1.0,0.125,JPN,16,1.3333333333333333
2024,BAH,2,0.0,0.0,FRA,19,1.0
1896,BAN,0,0.0,0.0,GRE,0,0.0
1900,BAN,0,0.0,0.0,FRA,0,0.0
1904,BAN,0,0.0,0.0,USA,0,0.0
1908,BAN,0,0.0,0.0,GBR,0,0.0
1912,BAN,0,0.0,0.0,SWE,0,0.0
1920,BAN,0,0.0,0.0,BEL,0,0.0
1924,BAN,0,0.0,0.0,FRA,0,0.0
1928,BAN,0,0.0,0.0,NED,0,0.0
1932,BAN,0,0.0,0.0,USA,0,0.0
1936,BAN,0,0.0,0.0,GER,0,0.0
1948,BAN,0,0.0,0.0,GBR,0,0.0
1952,BAN,0,0.0,0.0,FIN,0,0.0
1956,BAN,0,0.0,0.0,AUS,0,0.0
1960,BAN,0,0.0,0.0,ITA,0,0.0
1964,BAN,0,0.0,0.0,JPN,0,0.0
1968,BAN,0,0.0,0.0,MEX,0,0.0
1972,BAN,0,0.0,0.0,FRG,0,0.0
1976,BAN,0,0.0,0.0,CAN,0,0.0
1980,BAN,0,0.0,0.0,URS,0,0.0
1984,BAN,0,0.0,0.0,USA,1,0.0
1988,BAN,0,0.0,0.0,KOR,6,0.0
1992,BAN,0,0.0,0.0,ESP,6,0.0
1996,BAN,0,0.0,0.0,USA,4,0.0
2000,BAN,0,0.0,0.0,AUS,5,0.0
2004,BAN,0,0.0,0.0,GRE,4,0.0
2008,BAN,0,0.0,0.0,CHN,5,0.0
2012,BAN,0,0.0,0.0,GBR,5,0.0
2016,BAN,0,0.0,0.0,BRA,6,0.0
2020,BAN,0,0.0,0.0,JPN,6,0.0
2024,BAN,0,0.0,0.0,FRA,5,0.0
1896,BAR,0,0.0,0.0,GRE,0,0.0
1900,BAR,0,0.0,0.0,FRA,0,0.0
1904,BAR,0,0.0,0.0,USA,0,0.0
1908,BAR,0,0.0,0.0,GBR,0,0.0
1912,BAR,0,0.0,0.0,SWE,0,0.0
1920,BAR,0,0.0,0.0,BEL,0,0.0
1924,BAR,0,0.0,0.0,FRA,0,0.0
1928,BAR,0,0.0,0.0,NED,0,0.0
1932,BAR,0,0.0,0.0,USA,0,0.0
1936,BAR,0,0.0,0.0,GER,0,0.0
1948,BAR,0,0.0,0.0,GBR,0,0.0
1952,BAR,0,0.0,0.0,FIN,0,0.0
1956,BAR,0,0.0,0.0,AUS,0,0.0
1960,BAR,0,0.0,0.0,ITA,0,0.0
1964,BAR,0,0.0,0.0,JPN,0,0.0
1968,BAR,0,0.0,0.0,MEX,9,0.0
1972,BAR,0,0.0,0.0,FRG,13,0.0
1976,BAR,0,0.0,0.0,CAN,11,0.0
1980,BAR,0,0.0,0.0,URS,0,0.0
1984,BAR,0,0.0,0.0,USA,16,0.0
1988,BAR,0,0.0,0.0,KOR,17,0.0
1992,BAR,0,0.0,0.0,ESP,17,0.0
1996,BAR,0,0.0,0.0,USA,13,0.0
2000,BAR,1,1.0,0.05555555555555555,AUS,18,0.3333333333333333
2004,BAR,1,0.0,0.0,GRE,10,0.3333333333333333
2008,BAR,1,0.0,0.0,CHN,8,0.3333333333333333
2012,BAR,1,0.0,0.0,GBR,6,0.0
2016,BAR,1,0.0,0.0,BRA,11,0.0
2020,BAR,1,0.0,0.0,JPN,8,0.0
2024,BAR,1,0.0,0.0,FRA,4,0.0
1896,BDI,0,0.0,0.0,GRE,0,0.0
1900,BDI,0,0.0,0.0,FRA,0,0.0
1904,BDI,0,0.0,0.0,USA,0,0.0
1908,BDI,0,0.0,0.0,GBR,0,0.0
1912,BDI,0,0.0,0.0,SWE,0,0.0
1920,BDI,0,0.0,0.0,BEL,0,0.0
1924,BDI,0,0.0,0.0,FRA,0,0.0
1928,BDI,0,0.0,0.0,NED,0,0.0
1932,BDI,0,0.0,0.0,USA,0,0.0
1936,BDI,0,0.0,0.0,GER,0,0.0
1948,BDI,0,0.0,0.0,GBR,0,0.0
1952,BDI,0,0.0,0.0,FIN,0,0.0
1956,BDI,0,0.0,0.0,AUS,0,0.0
1960,BDI,0,0.0,0.0,ITA,0,0.0
1964,BDI,0,0.0,0.0,JPN,0,0.0
1968,BDI,0,0.0,0.0,MEX,0,0.0
1972,BDI,0,0.0,0.0,FRG,0,0.0
1976,BDI,0,0.0,0.0,CAN,0,0.0
1980,BDI,0,0.0,0.0,URS,0,0.0
1984,BDI,0,0.0,0.0,USA,0,0.0
1988,BDI,0,0.0,0.0,KOR,0,0.0
1992,BDI,0,0.0,0.0,ESP,0,0.0
1996,BDI,1,1.0,0.14285714285714285,USA,7,0.3333333333333333
2000,BDI,1,0.0,0.0,AUS,6,0.3333333333333333
2004,BDI,1,0.0,0.0,GRE,7,0.3333333333333333
2008,BDI,1,0.0,0.0,CHN,3,0.0
2012,BDI,1,0.0,0.0,GBR,6,0.0
2016,BDI,1,1.0,0.1111111111111111,BRA,9,0.3333333333333333
2020,BDI,1,0.0,0.0,JPN,6,0.3333333333333333
2024,BDI,1,0.0,0.0,FRA,7,0.3333333333333333
1896,BEL,0,0.0,0.0,GRE,0,0.0
1900,BEL,3,0.26543209876543217,0.203125,FRA,64,8.5
1904,BEL,1,0.0,0.0,USA,0,5.666666666666667
1908,BEL,2,0.21875,0.08571428571428572,GBR,70,7.666666666666667
1912,BEL,2,0.33333333333333337,0.1388888888888889,SWE,36,3.6666666666666665
1920,BEL,3,0.16439909297052158,0.09821428571428571,BEL,336,17.333333333333332
1924,BEL,2,0.19526627218934914,0.05232558139534884,FRA,172,18.333333333333332
1928,BEL,2,0.3333333333333333,0.0106951871657754,NED,187,17.333333333333332
1932,BEL,2,1.0,0.027777777777777776,USA,36,4.0
1936,BEL,2,0.3333333333333333,0.013333333333333334,GER,150,1.6666666666666667
1948,BEL,2,0.30612244897959184,0.039735099337748346,GBR,151,3.0
1952,BEL,2,0.625,0.022388059701492536,FIN,134,3.6666666666666665
1956,BEL,2,0.5,0.03508771929824561,AUS,57,3.6666666666666665
1960,BEL,2,0.375,0.03,ITA,100,2.6666666666666665
1964,BEL,2,0.5555555555555556,0.04918032786885246,JPN,61,2.6666666666666665
1968,BEL,2,0.5,0.024390243902439025,MEX,82,2.6666666666666665
1972,BEL,3,1.0,0.022727272727272728,FRG,88,2.3333333333333335
1976,BEL,3,0.3888888888888889,0.0297029702970297,CAN,101,2.3333333333333335
1980,BEL,3,1.0,0.01694915254237288,URS,59,2.0
1984,BEL,3,0.375,0.06349206349206349,USA,63,2.6666666666666665
1988,BEL,3,0.5,0.03389830508474576,KOR,59,2.3333333333333335
1992,BEL,3,0.3333333333333333,0.04411764705882353,ESP,68,3.0
1996,BEL,3,0.5,0.09836065573770492,USA,61,3.6666666666666665
2000,BEL,3,0.3600000000000001,0.07352941176470588,AUS,68,4.666666666666667
2004,BEL,3,0.3333333333333333,0.04,GRE,50,4.333333333333333
2008,BEL,3,1.0,0.02127659574468085,CHN,94,3.0
2012,BEL,3,0.3333333333333333,0.018018018018018018,GBR,111,2.0
2016,BEL,3,0.22222222222222227,0.04807692307692308,BRA,104,3.0
2020,BEL,1,0.18367346938775508,0.05384615384615385,JPN,130,4.666666666666667
2024,BEL,2,0.25925925925925924,0.03954802259887006,FRA,177,6.666666666666667
1896,BEN,0,0.0,0.0,GRE,0,0.0
1900,BEN,0,0.0,0.0,FRA,0,0.0
1904,BEN,0,0.0,0.0,USA,0,0.0
1908,BEN,0,0.0,0.0,GBR,0,0.0
1912,BEN,0,0.0,0.0,SWE,0,0.0
1920,BEN,0,0.0,0.0,BEL,0,0.0
1924,BEN,0,0.0,0.0,FRA,0,0.0
1928,BEN,0,0.0,0.0,NED,0,0.0
1932,BEN,0,0.0,0.0,USA,0,0.0
1936,BEN,0,0.0,0.0,GER,0,0.0
1948,BEN,0,0.0,0.0,GBR,0,0.0
1952,BEN,0,0.0,0.0,FIN,0,0.0
1956,BEN,0,0.0,0.0,AUS,0,0.0
1960,BEN,0,0.0,0.0,ITA,0,0.0
1964,BEN,0,0.0,0.0,JPN,0,0.0
1968,BEN,0,0.0,0.0,MEX,0,0.0
1972,BEN,0,0.0,0.0,FRG,3,0.0
1976,BEN,0,0.0,0.0,CAN,0,0.0
1980,BEN,0,0.0,0.0,URS,16,0.0
1984,BEN,0,0.0,0.0,USA,3,0.0
1988,BEN,0,0.0,0.0,KOR,7,0.0
1992,BEN,0,0.0,0.0,ESP,6,0.0
1996,BEN,0,0.0,0.0,USA,5,0.0
2000,BEN,0,0.0,0.0,AUS,4,0.0
2004,BEN,0,0.0,0.0,GRE,4,0.0
2008,BEN,0,0.0,0.0,CHN,5,0.0
2012,BEN,0,0.0,0.0,GBR,5,0.0
2016,BEN,0,0.0,0.0,BRA,6,0.0
2020,BEN,0,0.0,0.0,JPN,7,0.0
2024,BEN,0,0.0,0.0,FRA,5,0.0
1896,BER,0,0.0,0.0,GRE,0,0.0
1900,BER,0,0.0,0.0,FRA,0,0.0
1904,BER,0,0.0,0.0,USA,0,0.0
1908,BER,0,0.0,0.0,GBR,0,0.0
1912,BER,0,0.0,0.0,SWE,0,0.0
1920,BER,0,0.0,0.0,BEL,0,0.0
1924,BER,0,0.0,0.0,FRA,0,0.0
1928,BER,0,0.0,0.0,NED,0,0.0
1932,BER,0,0.0,0.0,USA,0,0.0
1936,BER,0,0.0,0.0,GER,5,0.0
1948,BER,0,0.0,0.0,GBR,12,0.0
1952,BER,0,0.0,0.0,FIN,6,0.0
1956,BER,0,0.0,0.0,AUS,3,0.0
1960,BER,0,0.0,0.0,ITA,9,0.0
1964,BER,0,0.0,0.0,JPN,4,0.0
1968,BER,0,0.0,0.0,MEX,6,0.0
1972,BER,0,0.0,0.0,FRG,9,0.0
1976,BER,1,1.0,0.0625,CAN,16,0.3333333333333333
1980,BER,1,0.0,0.0,URS,0,0.3333333333333333
1984,BER,1,0.0,0.0,USA,12,0.3333333333333333
1988,BER,1,0.0,0.0,KOR,12,0.0
1992,BER,1,0.0,0.0,ESP,20,0.0
1996,BER,1,0.0,0.0,USA,9,0.0
2000,BER,1,0.0,0.0,AUS,6,0.0
2004,BER,1,0.0,0.0,GRE,10,0.0
2008,BER,1,0.0,0.0,CHN,6,0.0
2012,BER,1,0.0,0.0,GBR,8,0.0
2016,BER,1,0.0,0.0,BRA,8,0.0
2020,BER,2,1.0,0.5,JPN,2,0.3333333333333333
2024,BER,2,0.0,0.0,FRA,8,0.3333333333333333
1896,BHU,0,0.0,0.0,GRE,0,0.0
1900,BHU,0,0.0,0.0,FRA,0,0.0
1904,BHU,0,0.0,0.0,USA,0,0.0
1908,BHU,0,0.0,0.0,GBR,0,0.0
1912,BHU,0,0.0,0.0,SWE,0,0.0
1920,BHU,0,0.0,0.0,BEL,0,0.0
1924,BHU,0,0.0,0.0,FRA,0,0.0
1928,BHU,0,0.0,0.0,NED,0,0.0
1932,BHU,0,0.0,0.0,USA,0,0.0
1936,BHU,0,0.0,0.0,GER,0,0.0
1948,BHU,0,0.0,0.0,GBR,0,0.0
1952,BHU,0,0.0,0.0,FIN,0,0.0
1956,BHU,0,0.0,0.0,AUS,0,0.0
1960,BHU,0,0.0,0.0,ITA,0,0.0
1964,BHU,0,0.0,0.0,JPN,0,0.0
1968,BHU,0,0.0,0.0,MEX,0,0.0
1972,BHU,0,0.0,0.0,FRG,0,0.0
1976,BHU,0,0.0,0.0,CAN,0,0.0
1980,BHU,0,0.0,0.0,URS,0,0.0
1984,BHU,0,0.0,0.0,USA,6,0.0
1988,BHU,0,0.0,0.0,KOR,3,0.0
1992,BHU,0,0.0,0.0,ESP,6,0.0
1996,BHU,0,0.0,0.0,USA,2,0.0
2000,BHU,0,0.0,0.0,AUS,2,0.0
2004,BHU,0,0.0,0.0,GRE,2,0.0
2008,BHU,0,0.0,0.0,CHN,2,0.0
2012,BHU,0,0.0,0.0,GBR,2,0.0
2016,BHU,0,0.0,0.0,BRA,2,0.0
2020,BHU,0,0.0,0.0,JPN,4,0.0
2024,BHU,0,0.0,0.0,FRA,3,0.0
1896,BIH,0,0.0,0.0,GRE,0,0.0
1900,BIH,0,0.0,0.0,FRA,0,0.0
1904,BIH,0,0.0,0.0,USA,0,0.0
1908,BIH,0,0.0,0.0,GBR,0,0.0
1912,BIH,0,0.0,0.0,SWE,0,0.0
1920,BIH,0,0.0,0.0,BEL,0,0.0
1924,BIH,0,0.0,0.0,FRA,0,0.0
1928,BIH,0,0.0,0.0,NED,0,0.0
1932,BIH,0,0.0,0.0,USA,0,0.0
1936,BIH,0,0.0,0.0,GER,0,0.0
1948,BIH,0,0.0,0.0,GBR,0,0.0
1952,BIH,0,0.0,0.0,FIN,0,0.0
1956,BIH,0,0.0,0.0,AUS,0,0.0
1960,BIH,0,0.0,0.0,ITA,0,0.0
1964,BIH,0,0.0,0.0,JPN,0,0.0
1968,BIH,0,0.0,0.0,MEX,0,0.0
1972,BIH,0,0.0,0.0,FRG,0,0.0
1976,BIH,0,0.0,0.0,CAN,0,0.0
1980,BIH,0,0.0,0.0,URS,0,0.0
1984,BIH,0,0.0,0.0,USA,0,0.0
1988,BIH,0,0.0,0.0,KOR,0,0.0
1992,BIH,0,0.0,0.0,ESP,10,0.0
1996,BIH,0,0.0,0.0,USA,9,0.0
2000,BIH,0,0.0,0.0,AUS,9,0.0
2004,BIH,0,0.0,0.0,GRE,9,0.0
2008,BIH,0,0.0,0.0,CHN,5,0.0
2012,BIH,0,0.0,0.0,GBR,6,0.0
2016,BIH,0,0.0,0.0,BRA,11,0.0
2020,BIH,0,0.0,0.0,JPN,7,0.0
2024,BIH,0,0.0,0.0,FRA,5,0.0
1896,BIZ,0,0.0,0.0,GRE,0,0.0
1900,BIZ,0,0.0,0.0,FRA,0,0.0
1904,BIZ,0,0.0,0.0,USA,0,0.0
1908,BIZ,0,0.0,0.0,GBR,0,0.0
1912,BIZ,0,0.0,0.0,SWE,0,0.0
1920,BIZ,0,0.0,0.0,BEL,0,0.0
1924,BIZ,0,0.0,0.0,FRA,0,0.0
1928,BIZ,0,0.0,0.0,NED,0,0.0
1932,BIZ,0,0.0,0.0,USA,0,0.0
1936,BIZ,0,0.0,0.0,GER,0,0.0
1948,BIZ,0,0.0,0.0,GBR,0,0.0
1952,BIZ,0,0.0,0.0,FIN,0,0.0
1956,BIZ,0,0.0,0.0,AUS,0,0.0
1960,BIZ,0,0.0,0.0,ITA,0,0.0
1964,BIZ,0,0.0,0.0,JPN,0,0.0
1968,BIZ,0,0.0,0.0,MEX,7,0.0
1972,BIZ,0,0.0,0.0,FRG,1,0.0
1976,BIZ,0,0.0,0.0,CAN,4,0.0
1980,BIZ,0,0.0,0.0,URS,0,0.0
1984,BIZ,0,0.0,0.0,USA,11,0.0
1988,BIZ,0,0.0,0.0,KOR,10,0.0
1992,BIZ,0,0.0,0.0,ESP,10,0.0
1996,BIZ,0,0.0,0.0,USA,5,0.0
2000,BIZ,0,0.0,0.0,AUS,2,0.0
2004,BIZ,0,0.0,0.0,GRE,2,0.0
2008,BIZ,0,0.0,0.0,CHN,4,0.0
2012,BIZ,0,0.0,0.0,GBR,3,0.0
2016,BIZ,0,0.0,0.0,BRA,3,0.0
2020,BIZ,0,0.0,0.0,JPN,3,0.0
2024,BIZ,0,0.0,0.0,FRA,1,0.0
1896,BLR,0,0.0,0.0,GRE,0,0.0
1900,BLR,0,0.0,0.0,FRA,0,0.0
1904,BLR,0,0.0,0.0,USA,0,0.0
1908,BLR,0,0.0,0.0,GBR,0,0.0
1912,BLR,0,0.0,0.0,SWE,0,0.0
1920,BLR,0,0.0,0.0,BEL,0,0.0
1924,BLR,0,0.0,0.0,FRA,0,0.0
1928,BLR,0,0.0,0.0,NED,0,0.0
1932,BLR,0,0.0,0.0,USA,0,0.0
1936,BLR,0,0.0,0.0,GER,0,0.0
1948,BLR,0,0.0,0.0,GBR,0,0.0
1952,BLR,0,0.0,0.0,FIN,0,0.0
1956,BLR,0,0.0,0.0,AUS,0,0.0
1960,BLR,0,0.0,0.0,ITA,0,0.0
1964,BLR,0,0.0,0.0,JPN,0,0.0
1968,BLR,0,0.0,0.0,MEX,0,0.0
1972,BLR,0,0.0,0.0,FRG,0,0.0
1976,BLR,0,0.0,0.0,CAN,0,0.0
1980,BLR,0,0.0,0.0,URS,0,0.0
1984,BLR,0,0.0,0.0,USA,0,0.0
1988,BLR,0,0.0,0.0,KOR,0,0.0
1992,BLR,0,0.0,0.0,ESP,0,0.0
1996,BLR,3,0.23555555555555557,0.07006369426751592,USA,157,4.666666666666667
2000,BLR,3,0.18339100346020762,0.1079136690647482,AUS,139,9.666666666666666
2004,BLR,3,0.13609467455621302,0.0728476821192053,GRE,151,13.333333333333334
2008,BLR,3,0.20370370370370372,0.07344632768361582,CHN,177,13.0
2012,BLR,3,0.18055555555555558,0.05625,GBR,160,11.666666666666666
2016,BLR,3,0.20987654320987653,0.058333333333333334,BRA,120,10.333333333333334
2020,BLR,3,0.26530612244897955,0.06796116504854369,JPN,103,8.333333333333334
2024,BLR,3,0.0,0.0,FRA,0,4.666666666666667
1896,BOH,0,0.0,0.0,GRE,0,0.0
1900,BOH,2,0.5555555555555556,0.2857142857142857,FRA,7,1.5
1904,BOH,2,0.0,0.0,USA,0,1.0
1908,BOH,3,1.0,0.05263157894736842,GBR,19,1.6666666666666667
1912,BOH,3,0.0,0.0,SWE,43,0.6666666666666666
1920,BOH,3,0.0,0.0,BEL,0,0.6666666666666666
1924,BOH,3,0.0,0.0,FRA,0,0.0
1928,BOH,2,0.0,0.0,NED,0,0.0
1932,BOH,2,0.0,0.0,USA,0,0.0
1936,BOH,2,0.0,0.0,GER,0,0.0
1948,BOH,2,0.0,0.0,GBR,0,0.0
1952,BOH,2,0.0,0.0,FIN,0,0.0
1956,BOH,2,0.0,0.0,AUS,0,0.0
1960,BOH,2,0.0,0.0,ITA,0,0.0
1964,BOH,2,0.0,0.0,JPN,0,0.0
1968,BOH,2,0.0,0.0,MEX,0,0.0
1972,BOH,2,0.0,0.0,FRG,0,0.0
1976,BOH,2,0.0,0.0,CAN,0,0.0
1980,BOH,2,0.0,0.0,URS,0,0.0
1984,BOH,2,0.0,0.0,USA,0,0.0
1988,BOH,3,0.0,0.0,KOR,0,0.0
1992,BOH,3,0.0,0.0,ESP,0,0.0
1996,BOH,3,0.0,0.0,USA,0,0.0
2000,BOH,3,0.0,0.0,AUS,0,0.0
2004,BOH,3,0.0,0.0,GRE,0,0.0
2008,BOH,3,0.0,0.0,CHN,0,0.0
2012,BOH,3,0.0,0.0,GBR,0,0.0
2016,BOH,3,0.0,0.0,BRA,0,0.0
2020,BOH,3,0.0,0.0,JPN,0,0.0
2024,BOH,3,0.0,0.0,FRA,0,0.0
1896,BOL,0,0.0,0.0,GRE,0,0.0
1900,BOL,0,0.0,0.0,FRA,0,0.0
1904,BOL,0,0.0,0.0,USA,0,0.0
1908,BOL,0,0.0,0.0,GBR,0,0.0
1912,BOL,0,0.0,0.0,SWE,0,0.0
1920,BOL,0,0.0,0.0,BEL,0,0.0
1924,BOL,0,0.0,0.0,FRA,0,0.0
1928,BOL,0,0.0,0.0,NED,0,0.0
1932,BOL,0,0.0,0.0,USA,0,0.0
1936,BOL,0,0.0,0.0,GER,2,0.0
1948,BOL,0,0.0,0.0,GBR,0,0.0
1952,BOL,0,0.0,0.0,FIN,0,0.0
1956,BOL,0,0.0,0.0,AUS,0,0.0
1960,BOL,0,0.0,0.0,ITA,0,0.0
1964,BOL,0,0.0,0.0,JPN,1,0.0
1968,BOL,0,0.0,0.0,MEX,4,0.0
1972,BOL,0,0.0,0.0,FRG,11,0.0
1976,BOL,0,0.0,0.0,CAN,4,0.0
1980,BOL,0,0.0,0.0,URS,0,0.0
1984,BOL,0,0.0,0.0,USA,11,0.0
1988,BOL,0,0.0,0.0,KOR,7,0.0
1992,BOL,0,0.0,0.0,ESP,13,0.0
1996,BOL,0,0.0,0.0,USA,8,0.0
2000,BOL,0,0.0,0.0,AUS,5,0.0
2004,BOL,0,0.0,0.0,GRE,7,0.0
2008,BOL,0,0.0,0.0,CHN,7,0.0
2012,BOL,0,0.0,0.0,GBR,5,0.0
2016,BOL,0,0.0,0.0,BRA,12,0.0
2020,BOL,0,0.0,0.0,JPN,5,0.0
2024,BOL,0,0.0,0.0,FRA,4,0.0
1896,BOT,0,0.0,0.0,GRE,0,0.0
1900,BOT,0,0.0,0.0,FRA,0,0.0
1904,BOT,0,0.0,0.0,USA,0,0.0
1908,BOT,0,0.0,0.0,GBR,0,0.0
1912,BOT,0,0.0,0.0,SWE,0,0.0
1920,BOT,0,0.0,0.0,BEL,0,0.0
1924,BOT,0,0.0,0.0,FRA,0,0.0
1928,BOT,0,0.0,0.0,NED,0,0.0
1932,BOT,0,0.0,0.0,USA,0,0.0
1936,BOT,0,0.0,0.0,GER,0,0.0
1948,BOT,0,0.0,0.0,GBR,0,0.0
1952,BOT,0,0.0,0.0,FIN,0,0.0
1956,BOT,0,0.0,0.0,AUS,0,0.0
1960,BOT,0,0.0,0.0,ITA,0,0.0
1964,BOT,0,0.0,0.0,JPN,0,0.0
1968,BOT,0,0.0,0.0,MEX,0,0.0
1972,BOT,0,0.0,0.0,FRG,0,0.0
1976,BOT,0,0.0,0.0,CAN,0,0.0
1980,BOT,0,0.0,0.0,URS,7,0.0
1984,BOT,0,0.0,0.0,USA,7,0.0
1988,BOT,0,0.0,0.0,KOR,8,0.0
1992,BOT,0,0.0,0.0,ESP,6,0.0
1996,BOT,0,0.0,0.0,USA,7,0.0
2000,BOT,0,0.0,0.0,AUS,7,0.0
2004,BOT,0,0.0,0.0,GRE,11,0.0
2008,BOT,0,0.0,0.0,CHN,11,0.0
2012,BOT,1,1.0,0.25,GBR,4,0.3333333333333333
2016,BOT,1,0.0,0.0,BRA,12,0.3333333333333333
2020,BOT,1,1.0,0.07142857142857142,JPN,14,0.6666666666666666
2024,BOT,1,1.0,0.07142857142857142,FRA,14,1.0
1896,BRA,0,0.0,0.0,GRE,0,0.0
1900,BRA,0,0.0,0.0,FRA,1,0.0
1904,BRA,0,0.0,0.0,USA,0,0.0
1908,BRA,0,0.0,0.0,GBR,0,0.0
1912,BRA,0,0.0,0.0,SWE,0,0.0
1920,BRA,1,1.0,0.15789473684210525,BEL,19,1.0
1924,BRA,1,0.0,0.0,FRA,12,1.0
1928,BRA,0,0.0,0.0,NED,0,1.0
1932,BRA,1,0.0,0.0,USA,59,0.0
1936,BRA,1,0.0,0.0,GER,73,0.0
1948,BRA,2,1.0,0.014285714285714285,GBR,70,0.3333333333333333
1952,BRA,3,0.5555555555555556,0.030927835051546393,FIN,97,1.3333333333333333
1956,BRA,3,1.0,0.0,AUS,47,1.3333333333333333
1960,BRA,3,0.5,0.0,ITA,72,1.0
1964,BRA,3,1.0,0.0,JPN,61,0.0
1968,BRA,3,0.3333333333333333,0.04,MEX,75,1.0
1972,BRA,3,0.5,0.0125,FRG,80,1.3333333333333333
1976,BRA,3,0.5,0.012658227848101266,CAN,79,1.6666666666666667
1980,BRA,3,0.375,0.02830188679245283,URS,106,1.6666666666666667
1984,BRA,3,0.21875,0.034013605442176874,USA,147,3.0
1988,BRA,3,0.2777777777777778,0.03184713375796178,KOR,157,4.333333333333333
1992,BRA,3,0.3333333333333333,0.016574585635359115,ESP,181,4.333333333333333
1996,BRA,3,0.1377777777777778,0.045454545454545456,USA,220,6.333333333333333
2000,BRA,3,0.1527777777777778,0.030612244897959183,AUS,196,6.666666666666667
2004,BRA,3,0.16000000000000003,0.02074688796680498,GRE,241,7.333333333333333
2008,BRA,3,0.1328125,0.03018867924528302,CHN,265,6.333333333333333
2012,BRA,3,0.14186851211072665,0.06504065040650407,GBR,246,9.666666666666666
2016,BRA,3,0.10803324099722991,0.03056768558951965,BRA,458,13.333333333333334
2020,BRA,3,0.0929705215419501,0.06269592476489028,JPN,319,17.666666666666668
2024,BRA,3,0.12500000000000003,0.05536332179930796,FRA,289,18.333333333333332
1896,BRN,0,0.0,0.0,GRE,0,0.0
1900,BRN,0,0.0,0.0,FRA,0,0.0
1904,BRN,0,0.0,0.0,USA,0,0.0
1908,BRN,0,0.0,0.0,GBR,0,0.0
1912,BRN,0,0.0,0.0,SWE,0,0.0
1920,BRN,0,0.0,0.0,BEL,0,0.0
1924,BRN,0,0.0,0.0,FRA,0,0.0
1928,BRN,0,0.0,0.0,NED,0,0.0
1932,BRN,0,0.0,0.0,USA,0,0.0
1936,BRN,0,0.0,0.0,GER,0,0.0
1948,BRN,0,0.0,0.0,GBR,0,0.0
1952,BRN,0,0.0,0.0,FIN,0,0.0
1956,BRN,0,0.0,0.0,AUS,0,0.0
1960,BRN,0,0.0,0.0,ITA,0,0.0
1964,BRN,0,0.0,0.0,JPN,0,0.0
1968,BRN,0,0.0,0.0,MEX,0,0.0
1972,BRN,0,0.0,0.0,FRG,0,0.0
1976,BRN,0,0.0,0.0,CAN,0,0.0
1980,BRN,0,0.0,0.0,URS,0,0.0
1984,BRN,0,0.0,0.0,USA,10,0.0
1988,BRN,0,0.0,0.0,KOR,7,0.0
1992,BRN,0,0.0,0.0,ESP,10,0.0
1996,BRN,0,0.0,0.0,USA,5,0.0
2000,BRN,0,0.0,0.0,AUS,4,0.0
2004,BRN,0,0.0,0.0,GRE,10,0.0
2008,BRN,0,0.0,0.0,CHN,14,0.0
2012,BRN,1,1.0,0.08333333333333333,GBR,12,0.3333333333333333
2016,BRN,1,1.0,0.06060606060606061,BRA,33,1.0
2020,BRN,1,1.0,0.03125,JPN,32,1.3333333333333333
2024,BRN,3,0.375,0.2857142857142857,FRA,14,2.3333333333333335
1896,BRU,0,0.0,0.0,GRE,0,0.0
1900,BRU,0,0.0,0.0,FRA,0,0.0
1904,BRU,0,0.0,0.0,USA,0,0.0
1908,BRU,0,0.0,0.0,GBR,0,0.0
1912,BRU,0,0.0,0.0,SWE,0,0.0
1920,BRU,0,0.0,0.0,BEL,0,0.0
1924,BRU,0,0.0,0.0,FRA,0,0.0
1928,BRU,0,0.0,0.0,NED,0,0.0
1932,BRU,0,0.0,0.0,USA,0,0.0
1936,BRU,0,0.0,0.0,GER,0,0.0
